permno,indno,mbrstartdt,mbrenddt,mbrflg,indfam
26382,1000500,1980-01-17,2000-12-21,NORM,1100500
26382,1000500,2008-06-23,2011-06-01,NORM,1100500
26390,1000500,1979-02-08,1989-07-26,NORM,1100500
26403,1000500,1976-07-01,2025-10-31,NORM,1100500
26438,1000500,1964-01-30,2000-12-11,NORM,1100500
26446,1000500,1959-05-27,1970-10-28,NORM,1100500
26462,1000500,1970-04-23,1977-03-30,NORM,1100500
26497,1000500,1976-07-01,1982-09-08,NORM,1100500
26518,1000500,1986-05-08,2007-10-26,NORM,1100500
26534,1000500,1971-08-19,1982-12-31,NORM,1100500
26542,1000500,1978-10-05,1996-12-11,NORM,1100500
26550,1000500,1976-07-01,1996-03-29,NORM,1100500
26569,1000500,1969-05-29,1978-12-13,NORM,1100500
26622,1000500,1963-08-29,1989-05-10,NORM,1100500
26649,1000500,1968-08-08,1989-08-02,NORM,1100500
26657,1000500,1958-12-10,2000-08-29,NORM,1100500
26681,1000500,1980-04-24,1995-11-02,NORM,1100500
26710,1000500,1995-05-10,2025-10-31,NORM,1100500
26729,1000500,1965-10-14,1997-07-31,NORM,1100500
26737,1000500,1962-10-18,1976-06-30,NORM,1100500
26737,1000500,1997-01-02,1999-09-28,NORM,1100500
26788,1000500,1966-12-15,1983-10-19,NORM,1100500
26825,1000500,1961-04-26,2025-10-31,NORM,1100500
26884,1000500,1986-05-08,1999-03-24,NORM,1100500
26921,1000500,1960-12-28,1963-03-13,NORM,1100500
26921,1000500,1968-09-12,1981-02-25,NORM,1100500
27000,1000500,1965-06-17,1976-06-30,NORM,1100500
27027,1000500,1960-12-14,1988-11-09,NORM,1100500
27043,1000500,1966-10-06,1974-10-16,NORM,1100500
27043,1000500,2007-02-12,2021-04-19,NORM,1100500
27051,1000500,1967-04-13,1999-04-01,NORM,1100500
27083,1000500,2025-08-07,2025-10-31,NORM,1100500
27086,1000500,1967-07-13,1990-12-28,NORM,1100500
27087,1000500,1991-01-10,1994-09-29,NORM,1100500
27115,1000500,1965-06-17,1997-07-01,NORM,1100500
27158,1000500,1960-07-13,1970-04-22,NORM,1100500
27174,1000500,1965-01-14,1984-10-24,NORM,1100500
27182,1000500,1961-02-08,1965-06-16,NORM,1100500
27190,1000500,1972-09-14,1985-11-20,NORM,1100500
27238,1000500,1968-09-12,1975-12-10,NORM,1100500
27263,1000500,1990-12-31,1998-04-28,NORM,1100500
27297,1000500,1965-06-17,1983-08-10,NORM,1100500
27342,1000500,1965-10-21,1981-08-12,NORM,1100500
27422,1000500,2009-12-21,2014-04-01,NORM,1100500
27430,1000500,1990-05-25,2006-07-17,NORM,1100500
27465,1000500,1961-02-08,1972-09-13,NORM,1100500
27473,1000500,1960-06-22,1988-02-10,NORM,1100500
27510,1000500,1961-08-16,1981-09-09,NORM,1100500
27537,1000500,1960-12-14,1967-07-26,NORM,1100500
27549,1000500,2025-10-30,2025-10-31,NORM,1100500
27561,1000500,1925-12-31,1966-12-14,NORM,1100500
27596,1000500,1968-01-18,1997-11-26,NORM,1100500
27617,1000500,1961-12-06,1964-02-19,NORM,1100500
27633,1000500,1982-12-30,2017-06-16,NORM,1100500
27713,1000500,1974-10-17,2008-11-21,NORM,1100500
27748,1000500,1971-06-24,1972-09-27,NORM,1100500
27749,1000500,1982-08-12,1991-10-31,NORM,1100500
27756,1000500,2006-12-01,2010-06-30,NORM,1100500
27764,1000500,1989-12-18,1997-10-06,NORM,1100500
27828,1000500,1974-10-17,2025-10-31,NORM,1100500
27836,1000500,1961-08-09,1974-05-08,NORM,1100500
27852,1000500,1967-05-18,1973-02-28,NORM,1100500
27879,1000500,1967-05-18,1973-02-28,NORM,1100500
27887,1000500,1972-09-14,2025-10-31,NORM,1100500
27916,1000500,1961-08-02,1968-05-22,NORM,1100500
27924,1000500,1968-05-23,1991-11-22,NORM,1100500
27940,1000500,1966-12-15,1989-04-26,NORM,1100500
27959,1000500,1976-07-01,2025-10-31,NORM,1100500
27983,1000500,1963-09-05,2021-03-19,NORM,1100500
27991,1000500,1999-10-04,2025-10-31,NORM,1100500
28003,1000500,1961-09-20,1978-04-12,NORM,1100500
28089,1000500,1968-04-04,1970-04-22,NORM,1100500
28118,1000500,1962-04-25,2000-06-02,NORM,1100500
28134,1000500,1962-01-10,1987-04-08,NORM,1100500
28169,1000500,1976-12-09,1979-07-25,NORM,1100500
28177,1000500,1965-06-17,1973-05-30,NORM,1100500
28222,1000500,1985-04-11,2025-10-31,NORM,1100500
28265,1000500,1965-06-17,1973-05-30,NORM,1100500
28281,1000500,1957-03-01,1961-12-06,NORM,1100500
28310,1000500,1961-12-06,2002-07-19,NORM,1100500
28345,1000500,2005-08-15,2017-07-25,NORM,1100500
28353,1000500,1963-12-05,2001-12-12,NORM,1100500
28388,1000500,2005-08-12,2023-01-04,NORM,1100500
28433,1000500,1981-12-10,1987-03-04,NORM,1100500
28484,1000500,1957-03-01,1976-06-30,NORM,1100500
28484,1000500,1984-05-17,2025-07-22,NORM,1100500
28505,1000500,1967-05-18,1987-02-11,NORM,1100500
28513,1000500,1957-03-01,1969-05-14,NORM,1100500
28548,1000500,1962-10-25,1987-10-07,NORM,1100500
28580,1000500,1963-09-05,1984-06-27,NORM,1100500
28804,1000500,2016-05-13,2023-12-15,NORM,1100500
28847,1000500,1986-12-18,2002-05-14,NORM,1100500
28994,1000500,1968-08-22,1970-06-24,NORM,1100500
29102,1000500,2000-10-18,2015-03-20,NORM,1100500
29196,1000500,1989-01-05,1997-08-06,NORM,1100500
29911,1000500,1966-05-19,1980-11-19,NORM,1100500
29946,1000500,1982-10-14,2025-10-31,NORM,1100500
29962,1000500,1968-08-01,1970-03-18,NORM,1100500
29962,1000500,1983-08-11,1988-04-13,NORM,1100500
30067,1000500,1984-08-16,1998-08-27,NORM,1100500
30330,1000500,1966-10-06,1996-02-09,NORM,1100500
30365,1000500,1977-05-19,1985-01-30,NORM,1100500
30382,1000500,1998-07-16,2007-07-06,NORM,1100500
30681,1000500,1997-12-24,2025-10-31,NORM,1100500
30912,1000500,1988-12-22,1990-10-05,NORM,1100500
30940,1000500,2008-10-02,2021-03-19,NORM,1100500
31536,1000500,1973-11-15,1998-07-09,NORM,1100500
31659,1000500,1976-07-01,1989-04-05,NORM,1100500
31763,1000500,1967-07-20,1984-08-08,NORM,1100500
32141,1000500,1970-04-23,1978-10-04,NORM,1100500
32205,1000500,1987-08-06,1998-07-15,NORM,1100500
32379,1000500,1991-11-25,2005-07-01,NORM,1100500
32475,1000500,1978-12-14,1993-11-22,NORM,1100500
32563,1000500,1989-09-21,1999-06-08,NORM,1100500
32707,1000500,1988-02-11,1999-12-30,NORM,1100500
32707,1000500,2010-03-01,2020-05-21,NORM,1100500
32791,1000500,2005-07-22,2009-02-25,NORM,1100500
32803,1000500,2018-06-18,2021-06-03,NORM,1100500
32870,1000500,2009-03-04,2025-10-31,NORM,1100500
32942,1000500,2023-10-18,2025-10-31,NORM,1100500
32986,1000500,2019-02-15,2025-10-31,NORM,1100500
33056,1000500,1976-07-01,1982-04-07,NORM,1100500
33312,1000500,1970-04-23,1989-03-07,NORM,1100500
33312,1000500,1997-07-17,1998-12-31,NORM,1100500
33785,1000500,1985-09-05,1996-04-22,NORM,1100500
33814,1000500,1969-01-09,1997-10-22,NORM,1100500
33873,1000500,1968-09-12,1981-02-25,NORM,1100500
34024,1000500,1968-11-07,1983-09-07,NORM,1100500
34032,1000500,1981-06-18,2025-10-31,NORM,1100500
34040,1000500,1966-05-19,1996-09-05,NORM,1100500
34147,1000500,1980-11-20,1995-06-30,NORM,1100500
34550,1000500,1966-05-26,1970-04-22,NORM,1100500
34746,1000500,1996-03-08,2025-10-31,NORM,1100500
34817,1000500,1985-04-18,2025-10-31,NORM,1100500
34833,1000500,1982-12-09,2025-10-31,NORM,1100500
34841,1000500,1987-12-10,1996-08-15,NORM,1100500
35044,1000500,1998-08-28,2025-10-31,NORM,1100500
35051,1000500,1987-12-31,2015-08-28,NORM,1100500
35166,1000500,1975-08-14,1985-10-23,NORM,1100500
35211,1000500,1983-03-10,1998-12-30,NORM,1100500
35238,1000500,1990-08-14,2000-03-31,NORM,1100500
35554,1000500,2004-02-27,2025-10-31,NORM,1100500
36003,1000500,2018-10-01,2025-10-31,NORM,1100500
36127,1000500,1999-01-04,2001-02-26,NORM,1100500
36397,1000500,2002-05-06,2013-06-21,NORM,1100500
36468,1000500,1964-05-14,2025-10-31,NORM,1100500
36469,1000500,1989-02-09,2008-12-31,NORM,1100500
36505,1000500,1979-07-26,1985-09-25,NORM,1100500
36978,1000500,1982-10-07,1998-11-17,NORM,1100500
37065,1000500,1986-10-09,1987-10-07,NORM,1100500
37102,1000500,1985-09-26,1994-06-06,NORM,1100500
37161,1000500,2001-10-10,2016-06-30,NORM,1100500
37284,1000500,2007-09-27,2018-09-28,NORM,1100500
37584,1000500,1998-04-29,2025-10-31,NORM,1100500
38041,1000500,1975-08-14,1983-02-02,NORM,1100500
38093,1000500,2016-05-31,2025-10-31,NORM,1100500
38156,1000500,1975-02-06,2025-10-31,NORM,1100500
38280,1000500,1986-07-24,1990-06-07,NORM,1100500
38324,1000500,1970-03-19,1982-10-13,NORM,1100500
38404,1000500,1962-09-27,1966-05-18,NORM,1100500
38455,1000500,1970-06-25,1980-06-25,NORM,1100500
38551,1000500,1975-10-16,1989-08-02,NORM,1100500
38578,1000500,1974-10-17,2004-08-02,NORM,1100500
38682,1000500,1984-07-19,2012-12-11,NORM,1100500
38703,1000500,1976-07-01,2025-10-31,NORM,1100500
38762,1000500,2000-11-02,2025-10-31,NORM,1100500
38850,1000500,1974-05-09,1995-07-28,NORM,1100500
38885,1000500,1974-05-09,1979-05-02,NORM,1100500
38893,1000500,1985-05-23,2001-01-29,NORM,1100500
38914,1000500,1965-01-07,1968-08-20,NORM,1100500
38914,1000500,1969-05-22,2001-03-30,NORM,1100500
38930,1000500,1970-04-23,1974-06-19,NORM,1100500
38973,1000500,1963-03-25,1998-01-29,NORM,1100500
39087,1000500,1972-09-28,1983-11-30,NORM,1100500
39087,1000500,1989-07-27,2013-07-08,NORM,1100500
39140,1000500,1982-10-07,1989-04-26,NORM,1100500
39263,1000500,1963-06-13,1973-02-28,NORM,1100500
39271,1000500,1968-09-12,1984-12-26,NORM,1100500
39300,1000500,1988-05-12,1990-05-24,NORM,1100500
39335,1000500,1972-09-28,1983-11-30,NORM,1100500
39394,1000500,1982-06-03,1986-12-17,NORM,1100500
39458,1000500,1968-09-12,1979-02-07,NORM,1100500
39490,1000500,1997-07-28,2025-10-31,NORM,1100500
39538,1000500,1972-09-21,1975-03-05,NORM,1100500
39538,1000500,1982-03-11,2019-06-06,NORM,1100500
39626,1000500,1964-02-27,1980-04-23,NORM,1100500
39642,1000500,1972-09-14,2025-10-31,NORM,1100500
39669,1000500,1970-04-23,1990-02-07,NORM,1100500
39765,1000500,1973-03-01,1996-03-07,NORM,1100500
39896,1000500,1969-03-06,1981-12-09,NORM,1100500
39917,1000500,1963-12-05,2025-10-31,NORM,1100500
39992,1000500,1966-06-02,1982-08-18,NORM,1100500
40010,1000500,1964-01-30,1985-09-25,NORM,1100500
40053,1000500,1976-01-15,1988-06-08,NORM,1100500
40061,1000500,1967-02-23,2007-11-15,NORM,1100500
40125,1000500,1981-05-14,2015-11-30,NORM,1100500
40125,1000500,2017-04-04,2023-10-02,NORM,1100500
40141,1000500,1975-12-11,1986-05-07,NORM,1100500
40221,1000500,1975-03-06,1991-05-06,NORM,1100500
40272,1000500,1976-03-04,2025-10-31,NORM,1100500
40301,1000500,1964-09-03,1987-12-30,NORM,1100500
40352,1000500,1973-08-02,1991-02-12,NORM,1100500
40416,1000500,1967-05-18,2015-03-20,NORM,1100500
40432,1000500,1968-07-18,1971-03-03,NORM,1100500
40483,1000500,1964-04-23,2001-01-12,NORM,1100500
40484,1000500,1997-10-23,1999-01-12,NORM,1100500
40539,1000500,1985-09-26,2025-10-31,NORM,1100500
40635,1000500,1965-12-16,1995-01-31,NORM,1100500
40723,1000500,1967-07-27,1985-02-06,NORM,1100500
40758,1000500,1964-07-16,1968-07-16,NORM,1100500
40790,1000500,1965-03-04,1980-10-01,NORM,1100500
40838,1000500,1981-09-10,2001-06-27,NORM,1100500
40854,1000500,1967-07-20,1985-07-31,NORM,1100500
41080,1000500,1965-01-07,2025-10-31,NORM,1100500
41081,1000500,1989-06-01,1995-11-30,NORM,1100500
41160,1000500,1970-10-29,1977-03-02,NORM,1100500
41179,1000500,1990-03-07,1999-07-30,NORM,1100500
41355,1000500,1985-11-07,2025-10-31,NORM,1100500
41427,1000500,1978-05-11,1989-04-05,NORM,1100500
41443,1000500,1994-12-21,2007-11-16,NORM,1100500
41478,1000500,1976-05-06,1981-04-01,NORM,1100500
41486,1000500,1974-05-09,1988-10-26,NORM,1100500
41515,1000500,1965-02-15,1970-04-22,NORM,1100500
41523,1000500,1981-05-14,1986-02-12,NORM,1100500
41662,1000500,1975-12-11,1986-12-17,NORM,1100500
41718,1000500,1976-07-01,1996-03-29,NORM,1100500
41785,1000500,1968-05-09,1974-02-20,NORM,1100500
41929,1000500,1976-07-01,1996-12-02,NORM,1100500
41953,1000500,1965-06-17,1975-02-05,NORM,1100500
42024,1000500,1970-04-23,2008-06-20,NORM,1100500
42075,1000500,1968-07-25,1975-12-10,NORM,1100500
42083,1000500,1971-03-04,2006-11-16,NORM,1100500
42091,1000500,1973-05-31,1975-08-13,NORM,1100500
42104,1000500,1989-07-20,2000-05-09,NORM,1100500
42200,1000500,1985-05-09,2025-10-31,NORM,1100500
42235,1000500,1975-08-14,1978-10-25,NORM,1100500
42323,1000500,1965-11-04,1973-06-20,NORM,1100500
42462,1000500,1986-05-08,1986-08-06,NORM,1100500
42526,1000500,1972-09-14,1985-01-30,NORM,1100500
42534,1000500,1986-05-08,2016-09-02,NORM,1100500
42550,1000500,1987-02-26,1994-03-10,NORM,1100500
42569,1000500,1967-08-31,1970-04-22,NORM,1100500
42585,1000500,2008-11-06,2025-10-31,NORM,1100500
42606,1000500,1968-04-04,1992-07-02,NORM,1100500
42657,1000500,1977-01-20,1979-10-10,NORM,1100500
42753,1000500,1987-12-31,1990-08-22,NORM,1100500
42796,1000500,1968-05-23,2011-01-03,NORM,1100500
42833,1000500,1989-03-16,1999-11-29,NORM,1100500
42877,1000500,2015-07-01,2025-10-31,NORM,1100500
42906,1000500,1997-08-06,2025-10-31,NORM,1100500
42999,1000500,1985-12-12,1986-08-20,NORM,1100500
43094,1000500,1968-01-18,1969-01-15,NORM,1100500
43123,1000500,1978-10-26,2015-07-01,NORM,1100500
43132,1000500,1980-10-02,1984-02-29,NORM,1100500
43203,1000500,1968-08-08,1979-02-07,NORM,1100500
43298,1000500,1987-09-10,1988-05-25,NORM,1100500
43318,1000500,1982-09-09,1987-07-08,NORM,1100500
43342,1000500,1985-11-14,1995-04-28,NORM,1100500
43350,1000500,1982-09-16,2025-10-31,NORM,1100500
43449,1000500,1970-06-25,2025-10-31,NORM,1100500
43502,1000500,1976-03-18,1981-05-13,NORM,1100500
43510,1000500,1972-09-21,1984-09-12,NORM,1100500
43553,1000500,1979-05-03,2024-04-02,NORM,1100500
43609,1000500,1967-07-20,1979-02-07,NORM,1100500
43610,1000500,2001-09-21,2002-07-16,NORM,1100500
43633,1000500,1968-08-22,1969-05-21,NORM,1100500
43772,1000500,1978-07-20,2014-12-04,NORM,1100500
43772,1000500,2019-06-07,2019-06-10,NORM,1100500
43916,1000500,1975-10-16,1998-06-11,NORM,1100500
44062,1000500,1967-06-29,2000-12-11,NORM,1100500
44206,1000500,2009-03-17,2025-10-31,NORM,1100500
44273,1000500,1976-01-15,1984-11-21,NORM,1100500
44329,1000500,2019-01-18,2025-03-21,NORM,1100500
44505,1000500,1968-01-18,1982-08-11,NORM,1100500
44601,1000500,1987-12-24,2025-10-31,NORM,1100500
44644,1000500,1981-02-26,2025-10-31,NORM,1100500
44652,1000500,1979-07-30,1999-06-23,NORM,1100500
44792,1000500,1984-11-08,1997-07-25,NORM,1100500
44951,1000500,1985-01-31,2012-04-30,NORM,1100500
45014,1000500,1971-12-09,1989-12-20,NORM,1100500
45065,1000500,1978-04-13,1985-12-11,NORM,1100500
45081,1000500,1967-11-09,1982-06-16,NORM,1100500
45225,1000500,1968-08-01,1972-09-20,NORM,1100500
45241,1000500,2000-11-22,2014-06-30,NORM,1100500
45277,1000500,2001-09-04,2014-06-20,NORM,1100500
45356,1000500,1989-07-27,2009-03-16,NORM,1100500
45356,1000500,2010-08-27,2025-10-31,NORM,1100500
45428,1000500,1970-04-23,1986-01-29,NORM,1100500
45495,1000500,1985-01-10,2014-08-18,NORM,1100500
45604,1000500,1968-01-18,1970-04-22,NORM,1100500
45604,1000500,1981-09-10,1989-10-04,NORM,1100500
45620,1000500,1968-01-16,1978-03-01,NORM,1100500
45663,1000500,1968-07-25,1978-05-10,NORM,1100500
45671,1000500,1981-02-26,2006-02-24,NORM,1100500
45751,1000500,1987-08-06,2025-10-31,NORM,1100500
45794,1000500,2006-10-02,2010-08-26,NORM,1100500
45911,1000500,2015-03-12,2025-10-31,NORM,1100500
45970,1000500,1982-03-11,1995-12-19,NORM,1100500
46201,1000500,1973-11-15,1977-06-29,NORM,1100500
46228,1000500,1972-01-20,1989-08-23,NORM,1100500
46252,1000500,1968-12-12,1981-09-09,NORM,1100500
46288,1000500,1990-09-20,1993-10-13,NORM,1100500
46295,1000500,1974-05-09,2000-01-28,NORM,1100500
46391,1000500,1972-09-28,1976-06-30,NORM,1100500
46391,1000500,1983-10-20,1985-07-24,NORM,1100500
46447,1000500,1971-08-19,1983-09-14,NORM,1100500
46544,1000500,1987-05-07,1989-09-20,NORM,1100500
46578,1000500,1969-01-16,2025-10-31,NORM,1100500
46594,1000500,1982-11-11,1997-06-17,NORM,1100500
46615,1000500,1982-08-19,1988-07-13,NORM,1100500
46658,1000500,1976-07-01,1995-05-09,NORM,1100500
46674,1000500,1973-11-15,2025-10-31,NORM,1100500
46682,1000500,1968-08-22,1983-12-28,NORM,1100500
46703,1000500,1970-06-25,1993-10-11,NORM,1100500
46703,1000500,2007-03-20,2025-10-31,NORM,1100500
46754,1000500,1979-02-08,1989-10-25,NORM,1100500
46850,1000500,1976-07-01,2000-12-13,NORM,1100500
46877,1000500,1975-06-12,2018-01-02,NORM,1100500
46886,1000500,1997-09-15,2025-10-31,NORM,1100500
46922,1000500,1975-12-11,2000-07-26,NORM,1100500
47028,1000500,1989-03-02,1995-02-23,NORM,1100500
47052,1000500,1972-09-28,1983-11-30,NORM,1100500
47079,1000500,1976-07-01,1998-10-07,NORM,1100500
47159,1000500,1988-11-10,2004-03-31,NORM,1100500
47175,1000500,1989-05-11,2008-03-28,NORM,1100500
47271,1000500,1987-12-10,1997-12-23,NORM,1100500
47300,1000500,1976-07-01,1993-12-30,NORM,1100500
47386,1000500,1969-03-27,1972-09-20,NORM,1100500
47466,1000500,1984-11-23,2010-12-17,NORM,1100500
47482,1000500,1970-06-25,1971-07-14,NORM,1100500
47490,1000500,1984-11-23,2000-12-11,NORM,1100500
47562,1000500,1970-03-19,1976-06-30,NORM,1100500
47626,1000500,1976-07-01,1994-03-01,NORM,1100500
47837,1000500,1988-05-05,1989-08-23,NORM,1100500
47896,1000500,1976-07-01,2025-10-31,NORM,1100500
47941,1000500,1975-12-11,2017-06-01,NORM,1100500
47992,1000500,1986-06-05,1997-12-03,NORM,1100500
48071,1000500,1976-07-01,2000-12-29,NORM,1100500
48119,1000500,1974-10-17,1976-10-20,NORM,1100500
48223,1000500,1976-07-01,1991-12-31,NORM,1100500
48258,1000500,1970-12-17,1976-06-30,NORM,1100500
48267,1000500,1995-12-13,2014-05-07,NORM,1100500
48274,1000500,1989-08-03,2011-12-12,NORM,1100500
48354,1000500,1976-07-01,1999-06-03,NORM,1100500
48397,1000500,1976-07-01,2001-08-29,NORM,1100500
48434,1000500,1972-09-21,1982-08-18,NORM,1100500
48485,1000500,1976-07-01,2006-03-31,NORM,1100500
48486,1000500,2012-06-05,2025-10-31,NORM,1100500
48506,1000500,1979-12-27,2025-10-31,NORM,1100500
48514,1000500,1988-02-11,2000-06-28,NORM,1100500
48549,1000500,1970-04-23,1985-01-09,NORM,1100500
48565,1000500,1974-06-20,1991-04-16,NORM,1100500
48653,1000500,1979-02-08,1993-03-05,NORM,1100500
48653,1000500,1995-12-01,2025-10-31,NORM,1100500
48725,1000500,1969-07-16,2025-10-31,NORM,1100500
48960,1000500,1975-12-11,2006-06-27,NORM,1100500
49015,1000500,1976-07-01,2023-09-15,NORM,1100500
49154,1000500,1976-12-09,2025-10-31,NORM,1100500
49373,1000500,1986-11-28,2020-09-18,NORM,1100500
49429,1000500,1986-10-02,2008-10-21,NORM,1100500
49592,1000500,1970-03-19,1976-06-30,NORM,1100500
49606,1000500,1985-08-01,1990-03-02,NORM,1100500
49656,1000500,1995-03-31,2025-10-31,NORM,1100500
49680,1000500,1973-05-31,1975-08-13,NORM,1100500
49680,1000500,1998-11-18,2025-10-31,NORM,1100500
49744,1000500,1970-04-23,2001-07-06,NORM,1100500
49905,1000500,1984-10-25,2008-12-01,NORM,1100500
49920,1000500,1971-07-15,1982-03-03,NORM,1100500
49955,1000500,1971-06-24,1978-10-04,NORM,1100500
50017,1000500,2007-12-21,2018-06-15,NORM,1100500
50024,1000500,1987-04-23,1998-11-02,NORM,1100500
50032,1000500,1984-11-23,2006-06-01,NORM,1100500
50156,1000500,1986-09-18,1995-07-03,NORM,1100500
50200,1000500,1993-10-01,2001-08-31,NORM,1100500
50227,1000500,1970-03-05,2010-02-12,NORM,1100500
50403,1000500,1973-05-31,1975-08-13,NORM,1100500
50404,1000500,1982-06-24,1998-09-14,NORM,1100500
50534,1000500,1974-02-21,1980-12-17,NORM,1100500
50681,1000500,1973-05-31,1976-06-30,NORM,1100500
50737,1000500,1987-03-26,1988-03-02,NORM,1100500
50876,1000500,1970-11-19,2025-10-31,NORM,1100500
50905,1000500,1989-10-26,1998-03-31,NORM,1100500
50906,1000500,1999-08-02,2007-06-29,NORM,1100500
50956,1000500,1976-07-01,1998-04-24,NORM,1100500
51027,1000500,1973-05-31,1976-06-30,NORM,1100500
51043,1000500,1988-08-11,2008-09-10,NORM,1100500
51263,1000500,2007-11-16,2009-08-31,NORM,1100500
51369,1000500,1999-11-15,2013-12-20,NORM,1100500
51369,1000500,2020-09-21,2025-10-31,NORM,1100500
51377,1000500,1976-12-09,2011-09-23,NORM,1100500
51561,1000500,1979-02-08,1989-03-15,NORM,1100500
51588,1000500,1998-01-28,2001-02-28,NORM,1100500
51596,1000500,2000-12-12,2007-05-30,NORM,1100500
51625,1000500,1986-12-18,2000-03-15,NORM,1100500
51706,1000500,2002-02-11,2011-07-05,NORM,1100500
51772,1000500,1976-07-01,1999-09-30,NORM,1100500
51799,1000500,1971-01-14,1981-05-13,NORM,1100500
51801,1000500,1973-05-31,1976-06-30,NORM,1100500
52038,1000500,1986-12-18,2025-10-31,NORM,1100500
52062,1000500,1984-04-12,1986-12-03,NORM,1100500
52070,1000500,1981-06-25,1984-10-24,NORM,1100500
52090,1000500,2003-03-21,2025-10-31,NORM,1100500
52230,1000500,2000-12-05,2024-06-21,NORM,1100500
52329,1000500,2007-10-26,2025-10-31,NORM,1100500
52337,1000500,1979-02-08,2016-04-15,NORM,1100500
52476,1000500,1997-06-19,2025-10-31,NORM,1100500
52505,1000500,1988-06-09,1995-12-29,NORM,1100500
52564,1000500,1979-05-03,1985-09-04,NORM,1100500
52695,1000500,1981-05-14,2025-10-31,NORM,1100500
52708,1000500,2005-10-04,2025-10-31,NORM,1100500
52821,1000500,1998-02-23,1999-09-17,NORM,1100500
52919,1000500,1982-04-08,2008-12-31,NORM,1100500
52978,1000500,1984-09-13,2025-10-31,NORM,1100500
53065,1000500,1992-10-30,2025-10-31,NORM,1100500
53081,1000500,1976-07-01,1997-06-10,NORM,1100500
53225,1000500,2007-12-31,2014-09-19,NORM,1100500
53401,1000500,1987-06-25,1996-10-15,NORM,1100500
53479,1000500,1988-06-09,2006-09-29,NORM,1100500
53612,1000500,1985-11-21,2001-06-29,NORM,1100500
53613,1000500,1994-09-27,2025-10-31,NORM,1100500
53786,1000500,1975-08-14,1999-07-30,NORM,1100500
53831,1000500,1977-03-31,2009-08-18,NORM,1100500
53858,1000500,1976-07-01,1995-11-30,NORM,1100500
53866,1000500,2001-08-06,2015-07-08,NORM,1100500
53903,1000500,1976-07-01,1987-04-22,NORM,1100500
53938,1000500,1995-07-05,1999-12-31,NORM,1100500
54009,1000500,1972-02-22,1972-09-27,NORM,1100500
54148,1000500,1984-04-12,2025-10-31,NORM,1100500
54181,1000500,1988-07-14,2010-07-14,NORM,1100500
54447,1000500,1986-07-17,1990-09-19,NORM,1100500
54463,1000500,1999-06-04,2000-11-03,NORM,1100500
54615,1000500,1976-07-01,1982-11-10,NORM,1100500
54690,1000500,2000-11-17,2006-04-07,NORM,1100500
54754,1000500,1985-09-26,1988-08-10,NORM,1100500
54827,1000500,1999-12-01,2013-12-09,NORM,1100500
55079,1000500,1990-06-08,1995-12-19,NORM,1100500
55212,1000500,1983-02-03,1995-07-12,NORM,1100500
55351,1000500,1984-02-16,1987-12-09,NORM,1100500
55386,1000500,1975-08-14,1982-03-10,NORM,1100500
55685,1000500,1978-04-13,1981-05-13,NORM,1100500
55976,1000500,1982-08-19,2025-10-31,NORM,1100500
56012,1000500,1976-03-04,1977-11-16,NORM,1100500
56098,1000500,1976-07-01,1978-11-22,NORM,1100500
56186,1000500,1983-02-03,1984-10-03,NORM,1100500
56223,1000500,1974-10-17,2006-11-09,NORM,1100500
56232,1000500,1994-09-27,2008-12-31,NORM,1100500
56266,1000500,1973-05-31,1998-09-30,NORM,1100500
56274,1000500,1983-09-01,2025-10-31,NORM,1100500
56450,1000500,1987-04-23,1998-10-01,NORM,1100500
56485,1000500,1973-05-31,1987-04-08,NORM,1100500
56573,1000500,1986-02-13,2025-10-31,NORM,1100500
56805,1000500,1976-07-01,1987-04-22,NORM,1100500
56864,1000500,1973-06-21,1976-06-30,NORM,1100500
56864,1000500,1982-06-17,1987-12-30,NORM,1100500
57234,1000500,1985-12-12,1987-12-23,NORM,1100500
57250,1000500,1976-07-01,1984-10-03,NORM,1100500
57381,1000500,1981-08-13,1998-07-16,NORM,1100500
57488,1000500,1975-02-06,1985-10-23,NORM,1100500
57568,1000500,1984-10-04,2025-10-31,NORM,1100500
57592,1000500,1981-06-25,1999-10-12,NORM,1100500
57665,1000500,1988-11-03,2025-10-31,NORM,1100500
57779,1000500,1974-09-12,1975-12-26,NORM,1100500
57809,1000500,2022-02-15,2025-10-31,NORM,1100500
57817,1000500,1986-08-07,2020-06-19,NORM,1100500
57904,1000500,1999-05-28,2025-10-31,NORM,1100500
58085,1000500,1981-12-10,1988-02-10,NORM,1100500
58093,1000500,1984-10-25,1987-04-22,NORM,1100500
58094,1000500,2002-07-17,2006-11-30,NORM,1100500
58246,1000500,1998-01-30,2025-10-31,NORM,1100500
58296,1000500,1975-02-06,1995-10-20,NORM,1100500
58318,1000500,2006-12-20,2008-11-05,NORM,1100500
58413,1000500,2016-02-01,2025-10-31,NORM,1100500
58464,1000500,1981-10-29,1984-11-07,NORM,1100500
58472,1000500,1991-04-17,1994-01-17,NORM,1100500
58480,1000500,1985-10-10,1996-12-18,NORM,1100500
58596,1000500,1984-08-09,1989-11-30,NORM,1100500
58640,1000500,1980-11-20,2002-07-19,NORM,1100500
58659,1000500,1975-12-29,1976-06-30,NORM,1100500
58683,1000500,1994-07-13,2025-10-31,NORM,1100500
58819,1000500,2016-07-01,2025-10-31,NORM,1100500
58827,1000500,1976-07-01,1998-09-30,NORM,1100500
